2004 4 16653
2005 1 17391
2005 2 17533
2005 3 17918
2005 4 18226
2006 1 19051
2006 2 18855
2006 3 18742
2006 4 19767
2007 1 20038
2007 2 19415
2007 3 20311
2007 4 21067
2008 1 22271
2008 2 21717
2008 3 21458
2008 4 22307
2009 1 23302
2009 2 23517
2009 3 23815
2009 4 24047
2010 1 24039
2010 2 23879
2010 3 23575
2010 4 23842
2011 1 24785
2011 2 24911
2011 3 24931
2011 4 25907
2012 1 26903
2012 2 26912
2012 3 26597
2012 4 27707
2013 1 27294
2013 2 26858
2013 3 27099
2013 4 27459
2014 1 27424
2014 2 28294
2014 3 28466
2014 4 29885
2015 1 30069
2015 2 30513
2015 3 30663
2015 4 32266
2016 1 33300
