2001 1 9
2001 2 10.6
2001 3 12.9
2001 4 14.1
2001 5 15.3
2001 6 15.1
2001 7 15
2001 8 15.8
2001 9 12.2
2001 10 15.3
2001 11 13
2001 12 11.4
2002 1 10.5
2002 2 11.7
2002 3 11.9
2002 4 15.5
2002 5 17.9
2002 6 16.8
2002 7 17.3
2002 8 15.5
2002 9 15.2
2002 10 16.2
2002 11 12.4
2002 12 12.6
2003 1 10.5
2003 2 9.6
2003 3 12.6
2003 4 16
2003 5 17
2003 6 16.9
2003 7 17.9
2003 8 18.2
2003 9 15.7
2003 10 18.8
2003 11 14.1
2003 12 15.1
2004 1 11.2
2004 2 10.7
2004 3 17.4
2004 4 18.5
2004 5 18.8
2004 6 21.3
2004 7 18.5
2004 8 16.5
2004 9 17.6
2004 10 15.6
2004 11 16.5
2004 12 14.4
2005 1 11.4
2005 2 11.5
2005 3 15.1
2005 4 18
2005 5 19.9
2005 6 22.1
2005 7 18.3
2005 8 20.1
2005 9 18.6
2005 10 16.8
2005 11 17.1
2005 12 15
2006 1 12.6
2006 2 11.9
2006 3 17.2
2006 4 15.6
2006 5 16.5
2006 6 17.7
2006 7 15.8
2006 8 16
2006 9 13.9
2006 10 13.6
2006 11 11.7
2006 12 12.1
2007 1 12
2007 2 8.2
2007 3 12.8
2007 4 14.4
2007 5 14.1
2007 6 15.5
2007 7 14.5
2007 8 14.3
2007 9 11.2
2007 10 13.7
2007 11 10.1
2007 12 9.8
2008 1 8.2
2008 2 6.6
2008 3 8.6
2008 4 10
2008 5 12.9
2008 6 30.1
2008 7 10
2008 8 7.4
2008 9 8.4
2008 10 7
2008 11 5
2008 12 4.7
2009 1 3.6
2009 2 4.2
2009 3 4.6
2009 4 5.3
2009 5 5.4
2009 6 7
2009 7 6.3
2009 8 6.3
2009 9 6.4
2009 10 6.2
2009 11 5.6
2009 12 7.8
2010 1 4.2
2010 2 4.9
2010 3 5.7
2010 4 6.5
2010 5 5.8
2010 6 8.6
2010 7 5.8
2010 8 6.4
2010 9 6.3
2010 10 5.6
2010 11 5.1
2010 12 8.9
2011 1 4.5
2011 2 3.6
2011 3 4.7
2011 4 5
2011 5 7.3
2011 6 8.2
2011 7 5.1
2011 8 6
2011 9 6
2011 10 5.8
2011 11 6.5
2011 12 5.7
2012 1 4.9
2012 2 5.7
2012 3 5.9
2012 4 7.8
2012 5 7.3
2012 6 8.9
2012 7 8.1
2012 8 7.7
2012 9 7.3
2012 10 7.6
2012 11 6
2012 12 7.7
2013 1 6.6
2013 2 5
2013 3 7.2
2013 4 8.7
2013 5 9.8
2013 6 11.3
2013 7 11
2013 8 11.2
2013 9 8.8
2013 10 9.3
2013 11 8.1
2013 12 10
2014 1 6.6
2014 2 6.3
2014 3 10.6
2014 4 10.2
2014 5 10.5
2014 6 12.4
2014 7 11.5
2014 8 10.2
2014 9 11.9
2014 10 10.1
2014 11 10
2014 12 8.2
2015 1 7.6
2015 2 5.2
2015 3 10.2
2015 4 16.1
2015 5 25.1
2015 6 30.4
2015 7 10.7
2015 8 9.6
2015 9 10.5
2015 10 10.6
2015 11 9.7
2015 12 16.2
2016 1 5.3
2016 2 7.8
2016 3 8.4
2016 4 9
2016 5 9.7
2016 6 13.3
2016 7 9.1
2016 8 11
2016 9 13.4
2016 10 9.5
2016 11 9.6
2016 12 10.5
2017 1 10.5
2017 2 6.6
2017 3 11.2
2017 4 9.8
2017 5 11.9
2017 6 11
2017 7 10.6
2017 8 10
2017 9 10.8
2017 10 10.3
2017 11 9.1
2017 12 11.7
2018 1 7.6
2018 2 8.4
2018 3 10.8
2018 4 8.1
2018 5 14.3
2018 6 12.2
2018 7 11.9
2018 8 9.6
2018 9 8.6
2018 10 11.5
2018 11 10.3
2018 12 10
2019 1 9.1
2019 2 8
2019 3 9.5
2019 4 10.2
2019 5 9.2
2019 6 11.8
