1995 1 4
1995 2 4
1995 3 5
1995 4 5
1995 5 5
1995 6 7
1995 7 5
1995 8 4
1995 9 4
1995 10 5
1995 11 3
1995 12 6
1996 1 3
1996 2 5
1996 3 4
1996 4 6
1996 5 5
1996 6 7
1996 7 7
1996 8 8
1996 9 9
1996 10 6
1996 11 6
1996 12 6
1997 1 7
1997 2 9
1997 3 8
1997 4 8
1997 5 8
1997 6 7
1997 7 6
1997 8 7
1997 9 6
1997 10 5
1997 11 6
1997 12 5
1998 1 5
1998 2 8
1998 3 8
1998 4 8
1998 5 9
1998 6 8
1998 7 6
1998 8 7
1998 9 7
1998 10 6
1998 11 7
1998 12 5
1999 1 5
1999 2 7
1999 3 6
1999 4 7
1999 5 6
1999 6 6
1999 7 7
1999 8 8
1999 9 6
1999 10 5
1999 11 5
1999 12 6
2000 1 5
2000 2 7
2000 3 7
2000 4 7
2000 5 6
2000 6 7
2000 7 5
2000 8 6
2000 9 6
2000 10 6
2000 11 5
2000 12 5
2001 1 4
2001 2 7
2001 3 7
2001 4 7
2001 5 5
2001 6 5
2001 7 6
2001 8 6
2001 9 4
2001 10 5
2001 11 5
2001 12 5
2002 1 5
2002 2 6
2002 3 6
2002 4 6
2002 5 6
2002 6 6
2002 7 5
2002 8 5
2002 9 8
2002 10 5
2002 11 4
2002 12 4
2003 1 6
2003 2 4
2003 3 9
2003 4 7
2003 5 6
2003 6 8
2003 7 6
2003 8 6
2003 9 8
2003 10 7
2003 11 6
2003 12 7
2004 1 7
2004 2 8
2004 3 8
2004 4 9
2004 5 10
2004 6 6
2004 7 4
2004 8 6
2004 9 7
2004 10 8
2004 11 6
2004 12 5
2005 1 4
2005 2 7
2005 3 7
2005 4 9
2005 5 9
2005 6 8
2005 7 8
2005 8 6
2005 9 6
2005 10 6
2005 11 6
2005 12 5
2006 1 4
2006 2 6
2006 3 6
2006 4 5
2006 5 6
2006 6 6
2006 7 5
2006 8 7
2006 9 5
2006 10 3
2006 11 5
2006 12 5
2007 1 4
2007 2 4
2007 3 7
2007 4 9
2007 5 8
2007 6 6
2007 7 4
2007 8 5
2007 9 5
2007 10 5
2007 11 4
2007 12 4
2008 1 3
2008 2 3
2008 3 2
2008 4 4
2008 5 3
2008 6 3
2008 7 3
2008 8 2
2008 9 2
2008 10 3
2008 11 3
2008 12 2
2009 1 2
2009 2 2
2009 3 2
2009 4 2
2009 5 2
2009 6 3
2009 7 4
2009 8 3
2009 9 3
2009 10 3
2009 11 2
2009 12 3
2010 1 3
2010 2 2
2010 3 3
2010 4 4
2010 5 3
2010 6 3
2010 7 3
2010 8 3
2010 9 3
2010 10 3
2010 11 2
2010 12 2
2011 1 2
2011 2 1
2011 3 2
2011 4 3
2011 5 2
2011 6 1
2011 7 2
2011 8 2
2011 9 2
2011 10 2
2011 11 1
2011 12 1
2012 1 2
2012 2 2
2012 3 3
2012 4 3
2012 5 3
2012 6 1
2012 7 3
2012 8 2
2012 9 3
2012 10 2
2012 11 2
2012 12 2
2013 1 2
2013 2 3
2013 3 3
2013 4 3
2013 5 2
2013 6 3
2013 7 3
2013 8 3
2013 9 2
2013 10 2
2013 11 2
2013 12 2
2014 1 3
2014 2 2
2014 3 2
2014 4 2
2014 5 3
2014 6 2
2014 7 2
2014 8 3
2014 9 3
2014 10 2
2014 11 2
2014 12 2
2015 1 1
2015 2 2
2015 3 2
2015 4 1
2015 5 2
2015 6 2
2015 7 2
2015 8 3
2015 9 2
2015 10 3
2015 11 2
2015 12 2
2016 1 3
2016 2 2
2016 3 3
2016 4 4
2016 5 3
2016 6 3
2016 7 3
2016 8 2
2016 9 3
2016 10 3
2016 11 2
2016 12 3
2017 1 3
2017 2 2
2017 3 3
2017 4 4
2017 5 4
2017 6 4
2017 7 4
2017 8 3
2017 9 3
2017 10 3
2017 11 3
2017 12 2
2018 1 3
2018 2 3
2018 3 3
2018 4 3
2018 5 3
2018 6 4
2018 7 2
2018 8 3
2018 9 2
2018 10 2
2018 11 2
2018 12 2
2019 1 2
2019 2 3
2019 3 2
2019 4 3
2019 5 2
2019 6 2
