1995 1 47
1995 2 47
1995 3 60
1995 4 58
1995 5 63
1995 6 64
1995 7 64
1995 8 63
1995 9 54
1995 10 54
1995 11 46
1995 12 45
1996 1 54
1996 2 68
1996 3 70
1996 4 70
1996 5 69
1996 6 65
1996 7 66
1996 8 73
1996 9 62
1996 10 56
1996 11 54
1996 12 51
1997 1 61
1997 2 69
1997 3 81
1997 4 70
1997 5 71
1997 6 71
1997 7 69
1997 8 72
1997 9 67
1997 10 62
1997 11 61
1997 12 51
1998 1 64
1998 2 75
1998 3 81
1998 4 82
1998 5 82
1998 6 83
1998 7 75
1998 8 75
1998 9 68
1998 10 69
1998 11 70
1998 12 61
1999 1 67
1999 2 76
1999 3 84
1999 4 86
1999 5 80
1999 6 82
1999 7 78
1999 8 78
1999 9 65
1999 10 67
1999 11 61
1999 12 57
2000 1 67
2000 2 78
2000 3 88
2000 4 78
2000 5 77
2000 6 71
2000 7 76
2000 8 73
2000 9 70
2000 10 71
2000 11 63
2000 12 65
2001 1 72
2001 2 85
2001 3 94
2001 4 84
2001 5 80
2001 6 79
2001 7 76
2001 8 74
2001 9 66
2001 10 66
2001 11 67
2001 12 66
2002 1 66
2002 2 84
2002 3 90
2002 4 86
2002 5 88
2002 6 84
2002 7 82
2002 8 90
2002 9 82
2002 10 77
2002 11 73
2002 12 70
2003 1 76
2003 2 82
2003 3 98
2003 4 91
2003 5 101
2003 6 107
2003 7 99
2003 8 105
2003 9 90
2003 10 88
2003 11 76
2003 12 75
2004 1 89
2004 2 102
2004 3 123
2004 4 109
2004 5 115
2004 6 105
2004 7 96
2004 8 102
2004 9 94
2004 10 101
2004 11 84
2004 12 83
2005 1 92
2005 2 109
2005 3 127
2005 4 116
2005 5 120
2005 6 115
2005 7 117
2005 8 110
2005 9 99
2005 10 105
2005 11 86
2005 12 87
2006 1 89
2006 2 88
2006 3 108
2006 4 100
2006 5 102
2006 6 98
2006 7 83
2006 8 88
2006 9 80
2006 10 74
2006 11 71
2006 12 71
2007 1 66
2007 2 68
2007 3 80
2007 4 83
2007 5 79
2007 6 73
2007 7 68
2007 8 60
2007 9 53
2007 10 57
2007 11 45
2007 12 44
2008 1 44
2008 2 48
2008 3 49
2008 4 49
2008 5 49
2008 6 45
2008 7 43
2008 8 38
2008 9 35
2008 10 32
2008 11 27
2008 12 26
2009 1 24
2009 2 29
2009 3 31
2009 4 32
2009 5 34
2009 6 37
2009 7 38
2009 8 36
2009 9 30
2009 10 33
2009 11 26
2009 12 24
2010 1 24
2010 2 27
2010 3 36
2010 4 41
2010 5 26
2010 6 28
2010 7 26
2010 8 23
2010 9 25
2010 10 23
2010 11 20
2010 12 23
2011 1 21
2011 2 22
2011 3 28
2011 4 30
2011 5 28
2011 6 28
2011 7 27
2011 8 25
2011 9 24
2011 10 25
2011 11 23
2011 12 24
2012 1 23
2012 2 30
2012 3 34
2012 4 34
2012 5 35
2012 6 34
2012 7 33
2012 8 31
2012 9 30
2012 10 29
2012 11 28
2012 12 28
2013 1 32
2013 2 36
2013 3 41
2013 4 43
2013 5 40
2013 6 43
2013 7 33
2013 8 31
2013 9 31
2013 10 36
2013 11 32
2013 12 31
2014 1 33
2014 2 35
2014 3 39
2014 4 39
2014 5 43
2014 6 38
2014 7 35
2014 8 36
2014 9 37
2014 10 38
2014 11 31
2014 12 35
2015 1 39
2015 2 45
2015 3 46
2015 4 48
2015 5 47
2015 6 44
2015 7 43
2015 8 41
2015 9 35
2015 10 39
2015 11 36
2015 12 38
2016 1 39
2016 2 45
2016 3 50
2016 4 55
2016 5 53
2016 6 50
2016 7 54
2016 8 46
2016 9 44
2016 10 46
2016 11 40
2016 12 39
2017 1 45
2017 2 51
2017 3 61
2017 4 56
2017 5 57
2017 6 56
2017 7 48
2017 8 45
2017 9 50
2017 10 49
2017 11 50
2017 12 45
2018 1 48
2018 2 54
2018 3 66
2018 4 61
2018 5 62
2018 6 56
2018 7 52
2018 8 47
2018 9 46
2018 10 43
2018 11 44
2018 12 38
2019 1 49
2019 2 57
2019 3 68
2019 4 64
2019 5 58
2019 6 57
