1992	1	3439
1992	2	3264
1992	3	3473
1992	4	3523
1992	5	3545
1992	6	3611
1992	7	3637
1992	8	3986
1992	9	3797
1992	10	3758
1992	11	4428
1992	12	8565
1993	1	3801
1993	2	3204
1993	3	3686
1993	4	3827
1993	5	3770
1993	6	3923
1993	7	3839
1993	8	4270
1993	9	3988
1993	10	3920
1993	11	4853
1993	12	9010
1994	1	3931
1994	2	3543
1994	3	4157
1994	4	4101
1994	5	4105
1994	6	4302
1994	7	4243
1994	8	4900
1994	9	4558
1994	10	4355
1994	11	5348
1994	12	9706
1995	1	4454
1995	2	3744
1995	3	4374
1995	4	4304
1995	5	4403
1995	6	4615
1995	7	4484
1995	8	5231
1995	9	4794
1995	10	4435
1995	11	5715
1995	12	10089
1996	1	4665
1996	2	4095
1996	3	4661
1996	4	4552
1996	5	4565
1996	6	4816
1996	7	4719
1996	8	5543
1996	9	4767
1996	10	4769
1996	11	6015
1996	12	10601
1997	1	4830
1997	2	4113
1997	3	4735
1997	4	4607
1997	5	4874
1997	6	4963
1997	7	4848
1997	8	5526
1997	9	5027
1997	10	4961
1997	11	6162
1997	12	10642
1998	1	4997
1998	2	4447
1998	3	4966
1998	4	4989
1998	5	5180
1998	6	5364
1998	7	5194
1998	8	5808
1998	9	5361
1998	10	5227
1998	11	6182
1998	12	10930
1999	1	5243
1999	2	4719
1999	3	5388
1999	4	5219
1999	5	5364
1999	6	5692
1999	7	5523
1999	8	6025
1999	9	5656
1999	10	5491
1999	11	6685
1999	12	11453
2000	1	5309
2000	2	5161
2000	3	5783
2000	4	5577
2000	5	5858
2000	6	5954
2000	7	5787
2000	8	6507
2000	9	6122
2000	10	5527
2000	11	6816
2000	12	11407
2001	1	5621
2001	2	5131
2001	3	5898
2001	4	5433
2001	5	5726
2001	6	5942
2001	7	5666
2001	8	6769
2001	9	5876
2001	10	5711
2001	11	7401
2001	12	11662
2002	1	6004
2002	2	5054
2002	3	5846
2002	4	5476
2002	5	5763
2002	6	5744
2002	7	5673
2002	8	6770
2002	9	5901
2002	10	5679
2002	11	7346
2002	12	11424
2003	1	6026
2003	2	4919
2003	3	5507
2003	4	5481
2003	5	5648
2003	6	5792
2003	7	5721
2003	8	7185
2003	9	6085
2003	10	5693
2003	11	7039
2003	12	11671
2004	1	6351
2004	2	5366
2004	3	5880
2004	4	5614
2004	5	5694
2004	6	6007
2004	7	6118
2004	8	7163
2004	9	6230
2004	10	5900
2004	11	7197
2004	12	11764
2005	1	6270
2005	2	5336
2005	3	6067
2005	4	5933
2005	5	5942
2005	6	6082
2005	7	6193
2005	8	7404
2005	9	6239
2005	10	5978
2005	11	7260
2005	12	12185
2006	1	6735
2006	2	5553
2006	3	6402
2006	4	6047
2006	5	6263
2006	6	6468
2006	7	6257
2006	8	7588
2006	9	6787
2006	10	6005
2006	11	7187
2006	12	11856
2007	1	6538
2007	2	5323
2007	3	6463
2007	4	5881
2007	5	6462
2007	6	6814
2007	7	6616
2007	8	8079
2007	9	6647
2007	10	6294
2007	11	7740
2007	12	11794
2008	1	6800
2008	2	5760
2008	3	6378
2008	4	6128
2008	5	6703
2008	6	6608
2008	7	6616
2008	8	8202
2008	9	6394
2008	10	5834
2008	11	6962
2008	12	11161
2009	1	6701
2009	2	5289
2009	3	5937
2009	4	5883
2009	5	6154
2009	6	6304
2009	7	6220
2009	8	7671
2009	9	6381
2009	10	5762
2009	11	6645
2009	12	11122
2010	1	6450
2010	2	5171
2010	3	6198
2010	4	5804
2010	5	6027
2010	6	6385
2010	7	6252
2010	8	7534
2010	9	6250
2010	10	5770
2010	11	7140
2010	12	11227
2011	1	6263
2011	2	5371
2011	3	6326
2011	4	6151
2011	5	6081
2011	6	6384
2011	7	6147
2011	8	7777
2011	9	6511
2011	10	5717
2011	11	7029
2011	12	10783
2012	1	6209
2012	2	5677
2012	3	6682
2012	4	6099
2012	5	6454
2012	6	6719
2012	7	6332
2012	8	7798
2012	9	6408
2012	10	5944
2012	11	7223
2012	12	11226
2013	1	6677
2013	2	5751
2013	3	6790
2013	4	6090
2013	5	6509
2013	6	6642
2013	7	6587
2013	8	7835
2013	9	6416
2013	10	6111
2013	11	7624
2013	12	11361
2014	1	5983
2014	2	5392
2014	3	6251
2014	4	6154
2014	5	6382
2014	6	6426
2014	7	6494
2014	8	8050
2014	9	6652
2014	10	6416
2014	11	7740
2014	12	11935
2015	1	6365
2015	2	5606
2015	3	6710
2015	4	6414
2015	5	6839
2015	6	6926
