1992	1	(NA)
1992	2	(NA)
1992	3	(NA)
1992	4	(NA)
1992	5	(NA)
1992	6	(NA)
1992	7	(NA)
1992	8	(NA)
1992	9	(NA)
1992	10	(NA)
1992	11	(NA)
1992	12	(NA)
1993	1	(NA)
1993	2	(NA)
1993	3	(NA)
1993	4	(NA)
1993	5	(NA)
1993	6	(NA)
1993	7	(NA)
1993	8	(NA)
1993	9	(NA)
1993	10	(NA)
1993	11	(NA)
1993	12	(NA)
1994	1	(NA)
1994	2	(NA)
1994	3	(NA)
1994	4	(NA)
1994	5	(NA)
1994	6	(NA)
1994	7	(NA)
1994	8	(NA)
1994	9	(NA)
1994	10	(NA)
1994	11	(NA)
1994	12	(NA)
1995	1	(NA)
1995	2	(NA)
1995	3	(NA)
1995	4	(NA)
1995	5	(NA)
1995	6	(NA)
1995	7	(NA)
1995	8	(NA)
1995	9	(NA)
1995	10	(NA)
1995	11	(NA)
1995	12	(NA)
1996	1	(NA)
1996	2	(NA)
1996	3	(NA)
1996	4	(NA)
1996	5	(NA)
1996	6	(NA)
1996	7	(NA)
1996	8	(NA)
1996	9	(NA)
1996	10	(NA)
1996	11	(NA)
1996	12	(NA)
1997	1	(NA)
1997	2	(NA)
1997	3	(NA)
1997	4	(NA)
1997	5	(NA)
1997	6	(NA)
1997	7	(NA)
1997	8	(NA)
1997	9	(NA)
1997	10	(NA)
1997	11	(NA)
1997	12	(NA)
1998	1	(NA)
1998	2	(NA)
1998	3	(NA)
1998	4	(NA)
1998	5	(NA)
1998	6	(NA)
1998	7	(NA)
1998	8	(NA)
1998	9	(NA)
1998	10	(NA)
1998	11	(NA)
1998	12	(NA)
1999	1	(NA)
1999	2	(NA)
1999	3	(NA)
1999	4	(NA)
1999	5	(NA)
1999	6	(NA)
1999	7	(NA)
1999	8	(NA)
1999	9	(NA)
1999	10	(NA)
1999	11	(NA)
1999	12	(NA)
2000	1	(NA)
2000	2	(NA)
2000	3	(NA)
2000	4	(NA)
2000	5	(NA)
2000	6	(NA)
2000	7	(NA)
2000	8	(NA)
2000	9	(NA)
2000	10	(NA)
2000	11	(NA)
2000	12	(NA)
2001	1	31657
2001	2	29913
2001	3	33084
2001	4	31911
2001	5	34154
2001	6	33317
2001	7	33437
2001	8	33920
2001	9	32574
2001	10	33026
2001	11	33571
2001	12	35974
2002	1	32836
2002	2	30391
2002	3	34034
2002	4	31360
2002	5	34485
2002	6	32932
2002	7	33849
2002	8	34044
2002	9	31689
2002	10	32973
2002	11	33812
2002	12	34867
2003	1	33618
2003	2	30796
2003	3	33438
2003	4	33102
2003	5	35203
2003	6	33364
2003	7	35141
2003	8	34704
2003	9	32872
2003	10	34025
2003	11	34097
2003	12	35914
2004	1	34761
2004	2	32066
2004	3	34081
2004	4	34064
2004	5	35785
2004	6	34405
2004	7	36142
2004	8	34629
2004	9	34442
2004	10	35064
2004	11	35117
2004	12	38249
2005	1	35458
2005	2	32674
2005	3	36393
2005	4	35083
2005	5	36840
2005	6	36341
2005	7	37333
2005	8	36647
2005	9	35859
2005	10	36322
2005	11	36619
2005	12	39954
2006	1	35773
2006	2	33851
2006	3	36978
2006	4	36338
2006	5	38267
2006	6	37510
2006	7	38247
2006	8	38231
2006	9	36817
2006	10	37407
2006	11	38171
2006	12	41102
2007	1	37883
2007	2	35480
2007	3	38930
2007	4	37337
2007	5	40144
2007	6	39257
2007	7	39563
2007	8	39847
2007	9	38278
2007	10	39006
2007	11	40058
2007	12	42581
2008	1	40063
2008	2	38154
2008	3	40701
2008	4	39096
2008	5	42496
2008	6	40278
2008	7	41963
2008	8	41958
2008	9	39488
2008	10	41038
2008	11	41116
2008	12	42402
2009	1	41396
2009	2	37004
2009	3	39660
2009	4	40117
2009	5	42264
2009	6	40348
2009	7	42009
2009	8	41194
2009	9	39807
2009	10	41264
2009	11	40794
2009	12	43616
2010	1	41230
2010	2	38444
2010	3	41590
2010	4	40402
2010	5	42711
2010	6	40997
2010	7	42656
2010	8	41417
2010	9	40772
2010	10	41657
2010	11	41966
2010	12	44846
2011	1	42580
2011	2	39561
2011	3	43189
2011	4	43624
2011	5	44220
2011	6	43806
2011	7	45028
2011	8	44366
2011	9	42952
2011	10	43835
2011	11	44236
2011	12	46998
2012	1	43646
2012	2	42341
2012	3	45308
2012	4	43770
2012	5	46315
2012	6	45157
2012	7	45438
2012	8	45962
2012	9	44128
2012	10	45071
2012	11	45587
2012	12	47638
2013	1	45420
2013	2	42212
2013	3	47050
2013	4	43410
2013	5	47470
2013	6	45673
2013	7	46612
2013	8	47138
2013	9	44366
2013	10	46119
2013	11	46778
2013	12	48172
2014	1	47167
2014	2	43070
2014	3	46679
2014	4	46278
2014	5	49079
2014	6	46766
2014	7	48510
2014	8	48396
2014	9	46133
2014	10	48304
2014	11	48391
2014	12	50366
2015	1	48980
2015	2	44542
2015	3	48434
2015	4	47298
2015	5	50116
2015	6	47844
