1992	1	1509
1992	2	1541
1992	3	1597
1992	4	1675
1992	5	1822
1992	6	1775
1992	7	1912
1992	8	1862
1992	9	1770
1992	10	1882
1992	11	1831
1992	12	2511
1993	1	1614
1993	2	1529
1993	3	1678
1993	4	1713
1993	5	1796
1993	6	1792
1993	7	1950
1993	8	1777
1993	9	1707
1993	10	1757
1993	11	1782
1993	12	2443
1994	1	1548
1994	2	1505
1994	3	1714
1994	4	1757
1994	5	1830
1994	6	1857
1994	7	1981
1994	8	1858
1994	9	1823
1994	10	1806
1994	11	1845
1994	12	2577
1995	1	1555
1995	2	1501
1995	3	1725
1995	4	1699
1995	5	1807
1995	6	1863
1995	7	1886
1995	8	1861
1995	9	1845
1995	10	1788
1995	11	1879
1995	12	2598
1996	1	1679
1996	2	1652
1996	3	1837
1996	4	1798
1996	5	1957
1996	6	1958
1996	7	2034
1996	8	2062
1996	9	1781
1996	10	1860
1996	11	1992
1996	12	2547
1997	1	1706
1997	2	1621
1997	3	1853
1997	4	1817
1997	5	2060
1997	6	2002
1997	7	2098
1997	8	2079
1997	9	1892
1997	10	2050
1997	11	2082
1997	12	2821
1998	1	1846
1998	2	1768
1998	3	1894
1998	4	1963
1998	5	2140
1998	6	2059
1998	7	2209
1998	8	2118
1998	9	2031
1998	10	2163
1998	11	2154
1998	12	3037
1999	1	1866
1999	2	1808
1999	3	1986
1999	4	2099
1999	5	2210
1999	6	2145
1999	7	2339
1999	8	2140
1999	9	2126
1999	10	2219
1999	11	2273
1999	12	3265
2000	1	1920
2000	2	1976
2000	3	2190
2000	4	2132
2000	5	2357
2000	6	2413
2000	7	2463
2000	8	2422
2000	9	2358
2000	10	2352
2000	11	2549
2000	12	3375
2001	1	2109
2001	2	2052
2001	3	2327
2001	4	2231
2001	5	2470
2001	6	2526
2001	7	2483
2001	8	2518
2001	9	2316
2001	10	2409
2001	11	2638
2001	12	3542
2002	1	2114
2002	2	2109
2002	3	2366
2002	4	2300
2002	5	2569
2002	6	2486
2002	7	2568
2002	8	2595
2002	9	2297
2002	10	2401
2002	11	2601
2002	12	3488
2003	1	2121
2003	2	2046
2003	3	2273
2003	4	2333
2003	5	2576
2003	6	2433
2003	7	2611
2003	8	2660
2003	9	2461
2003	10	2641
2003	11	2660
2003	12	3654
2004	1	2293
2004	2	2219
2004	3	2398
2004	4	2553
2004	5	2685
2004	6	2643
2004	7	2867
2004	8	2622
2004	9	2618
2004	10	2727
2004	11	2763
2004	12	3801
2005	1	2219
2005	2	2316
2005	3	2530
2005	4	2640
2005	5	2709
2005	6	2783
2005	7	2924
2005	8	2791
2005	9	2784
2005	10	2801
2005	11	2933
2005	12	4137
2006	1	2424
2006	2	2519
2006	3	2753
2006	4	2791
2006	5	3017
2006	6	3055
2006	7	3117
2006	8	3024
2006	9	2997
2006	10	2913
2006	11	3137
2006	12	4269
2007	1	2569
2007	2	2603
2007	3	3005
2007	4	2867
2007	5	3262
2007	6	3364
2007	7	3322
2007	8	3292
2007	9	3057
2007	10	3087
2007	11	3297
2007	12	4403
2008	1	2678
2008	2	2810
2008	3	2993
2008	4	3002
2008	5	3427
2008	6	3287
2008	7	3525
2008	8	3482
2008	9	3160
2008	10	3362
2008	11	3398
2008	12	4475
2009	1	2924
2009	2	2792
2009	3	3037
2009	4	3144
2009	5	3483
2009	6	3322
2009	7	3573
2009	8	3416
2009	9	3281
2009	10	3444
2009	11	3375
2009	12	4652
2010	1	2897
2010	2	2935
2010	3	3235
2010	4	3333
2010	5	3491
2010	6	3463
2010	7	3683
2010	8	3481
2010	9	3392
2010	10	3525
2010	11	3552
2010	12	4720
2011	1	2913
2011	2	3012
2011	3	3279
2011	4	3394
2011	5	3504
2011	6	3585
2011	7	3778
2011	8	3612
2011	9	3553
2011	10	3552
2011	11	3686
2011	12	4944
2012	1	3029
2012	2	3238
2012	3	3591
2012	4	3449
2012	5	3830
2012	6	3862
2012	7	3779
2012	8	3799
2012	9	3548
2012	10	3673
2012	11	3920
2012	12	5193
2013	1	3200
2013	2	3274
2013	3	3674
2013	4	3511
2013	5	4025
2013	6	3866
2013	7	4059
2013	8	4127
2013	9	3683
2013	10	3839
2013	11	4082
2013	12	5284
2014	1	3396
2014	2	3372
2014	3	3697
2014	4	3713
2014	5	4202
2014	6	4098
2014	7	4249
2014	8	4223
2014	9	3861
2014	10	4092
2014	11	4137
2014	12	5610
2015	1	3578
2015	2	3519
2015	3	3882
2015	4	3867
2015	5	4371
2015	6	4239
