1992	1	(NA)
1992	2	(NA)
1992	3	(NA)
1992	4	(NA)
1992	5	(NA)
1992	6	(NA)
1992	7	(NA)
1992	8	(NA)
1992	9	(NA)
1992	10	(NA)
1992	11	(NA)
1992	12	(NA)
1993	1	(NA)
1993	2	(NA)
1993	3	(NA)
1993	4	(NA)
1993	5	(NA)
1993	6	(NA)
1993	7	(NA)
1993	8	(NA)
1993	9	(NA)
1993	10	(NA)
1993	11	(NA)
1993	12	(NA)
1994	1	(NA)
1994	2	(NA)
1994	3	(NA)
1994	4	(NA)
1994	5	(NA)
1994	6	(NA)
1994	7	(NA)
1994	8	(NA)
1994	9	(NA)
1994	10	(NA)
1994	11	(NA)
1994	12	(NA)
1995	1	(NA)
1995	2	(NA)
1995	3	(NA)
1995	4	(NA)
1995	5	(NA)
1995	6	(NA)
1995	7	(NA)
1995	8	(NA)
1995	9	(NA)
1995	10	(NA)
1995	11	(NA)
1995	12	(NA)
1996	1	(NA)
1996	2	(NA)
1996	3	(NA)
1996	4	(NA)
1996	5	(NA)
1996	6	(NA)
1996	7	(NA)
1996	8	(NA)
1996	9	(NA)
1996	10	(NA)
1996	11	(NA)
1996	12	(NA)
1997	1	(NA)
1997	2	(NA)
1997	3	(NA)
1997	4	(NA)
1997	5	(NA)
1997	6	(NA)
1997	7	(NA)
1997	8	(NA)
1997	9	(NA)
1997	10	(NA)
1997	11	(NA)
1997	12	(NA)
1998	1	(NA)
1998	2	(NA)
1998	3	(NA)
1998	4	(NA)
1998	5	(NA)
1998	6	(NA)
1998	7	(NA)
1998	8	(NA)
1998	9	(NA)
1998	10	(NA)
1998	11	(NA)
1998	12	(NA)
1999	1	(NA)
1999	2	(NA)
1999	3	(NA)
1999	4	(NA)
1999	5	(NA)
1999	6	(NA)
1999	7	(NA)
1999	8	(NA)
1999	9	(NA)
1999	10	(NA)
1999	11	(NA)
1999	12	(NA)
2000	1	(NA)
2000	2	(NA)
2000	3	(NA)
2000	4	(NA)
2000	5	(NA)
2000	6	(NA)
2000	7	(NA)
2000	8	(NA)
2000	9	(NA)
2000	10	(NA)
2000	11	(NA)
2000	12	(NA)
2001	1	576
2001	2	571
2001	3	693
2001	4	739
2001	5	814
2001	6	829
2001	7	830
2001	8	863
2001	9	684
2001	10	791
2001	11	662
2001	12	537
2002	1	566
2002	2	553
2002	3	631
2002	4	709
2002	5	760
2002	6	737
2002	7	790
2002	8	788
2002	9	705
2002	10	744
2002	11	597
2002	12	516
2003	1	564
2003	2	535
2003	3	640
2003	4	716
2003	5	769
2003	6	792
2003	7	845
2003	8	798
2003	9	782
2003	10	822
2003	11	626
2003	12	589
2004	1	569
2004	2	582
2004	3	757
2004	4	780
2004	5	807
2004	6	865
2004	7	837
2004	8	829
2004	9	758
2004	10	755
2004	11	695
2004	12	646
2005	1	611
2005	2	612
2005	3	777
2005	4	847
2005	5	917
2005	6	962
2005	7	887
2005	8	910
2005	9	902
2005	10	886
2005	11	810
2005	12	721
2006	1	744
2006	2	716
2006	3	895
2006	4	847
2006	5	982
2006	6	985
2006	7	918
2006	8	998
2006	9	884
2006	10	900
2006	11	795
2006	12	668
2007	1	692
2007	2	683
2007	3	860
2007	4	853
2007	5	980
2007	6	976
2007	7	974
2007	8	1005
2007	9	843
2007	10	905
2007	11	766
2007	12	629
2008	1	675
2008	2	665
2008	3	748
2008	4	826
2008	5	891
2008	6	885
2008	7	957
2008	8	902
2008	9	845
2008	10	840
2008	11	624
2008	12	566
2009	1	561
2009	2	558
2009	3	657
2009	4	715
2009	5	709
2009	6	789
2009	7	799
2009	8	749
2009	9	720
2009	10	669
2009	11	563
2009	12	484
2010	1	467
2010	2	486
2010	3	673
2010	4	705
2010	5	729
2010	6	792
2010	7	776
2010	8	786
2010	9	738
2010	10	685
2010	11	640
2010	12	518
2011	1	512
2011	2	536
2011	3	688
2011	4	706
2011	5	710
2011	6	856
2011	7	804
2011	8	865
2011	9	794
2011	10	743
2011	11	669
2011	12	571
2012	1	585
2012	2	623
2012	3	756
2012	4	757
2012	5	854
2012	6	871
2012	7	873
2012	8	931
2012	9	829
2012	10	818
2012	11	701
2012	12	576
2013	1	665
2013	2	631
2013	3	746
2013	4	842
2013	5	917
2013	6	872
2013	7	932
2013	8	943
2013	9	829
2013	10	840
2013	11	685
2013	12	595
2014	1	624
2014	2	615
2014	3	789
2014	4	886
2014	5	950
2014	6	958
2014	7	1025
2014	8	962
2014	9	943
2014	10	926
2014	11	707
2014	12	682
2015	1	666
2015	2	650
2015	3	835
2015	4	898
2015	5	917
2015	6	1015
