1992	1	(NA)
1992	2	(NA)
1992	3	(NA)
1992	4	(NA)
1992	5	(NA)
1992	6	(NA)
1992	7	(NA)
1992	8	(NA)
1992	9	(NA)
1992	10	(NA)
1992	11	(NA)
1992	12	(NA)
1993	1	(NA)
1993	2	(NA)
1993	3	(NA)
1993	4	(NA)
1993	5	(NA)
1993	6	(NA)
1993	7	(NA)
1993	8	(NA)
1993	9	(NA)
1993	10	(NA)
1993	11	(NA)
1993	12	(NA)
1994	1	(NA)
1994	2	(NA)
1994	3	(NA)
1994	4	(NA)
1994	5	(NA)
1994	6	(NA)
1994	7	(NA)
1994	8	(NA)
1994	9	(NA)
1994	10	(NA)
1994	11	(NA)
1994	12	(NA)
1995	1	(NA)
1995	2	(NA)
1995	3	(NA)
1995	4	(NA)
1995	5	(NA)
1995	6	(NA)
1995	7	(NA)
1995	8	(NA)
1995	9	(NA)
1995	10	(NA)
1995	11	(NA)
1995	12	(NA)
1996	1	(NA)
1996	2	(NA)
1996	3	(NA)
1996	4	(NA)
1996	5	(NA)
1996	6	(NA)
1996	7	(NA)
1996	8	(NA)
1996	9	(NA)
1996	10	(NA)
1996	11	(NA)
1996	12	(NA)
1997	1	(NA)
1997	2	(NA)
1997	3	(NA)
1997	4	(NA)
1997	5	(NA)
1997	6	(NA)
1997	7	(NA)
1997	8	(NA)
1997	9	(NA)
1997	10	(NA)
1997	11	(NA)
1997	12	(NA)
1998	1	(NA)
1998	2	(NA)
1998	3	(NA)
1998	4	(NA)
1998	5	(NA)
1998	6	(NA)
1998	7	(NA)
1998	8	(NA)
1998	9	(NA)
1998	10	(NA)
1998	11	(NA)
1998	12	(NA)
1999	1	(NA)
1999	2	(NA)
1999	3	(NA)
1999	4	(NA)
1999	5	(NA)
1999	6	(NA)
1999	7	(NA)
1999	8	(NA)
1999	9	(NA)
1999	10	(NA)
1999	11	(NA)
1999	12	(NA)
2000	1	(NA)
2000	2	(NA)
2000	3	(NA)
2000	4	(NA)
2000	5	(NA)
2000	6	(NA)
2000	7	(NA)
2000	8	(NA)
2000	9	(NA)
2000	10	(NA)
2000	11	(NA)
2000	12	(NA)
2001	1	610
2001	2	607
2001	3	704
2001	4	636
2001	5	701
2001	6	719
2001	7	669
2001	8	751
2001	9	615
2001	10	722
2001	11	786
2001	12	1368
2002	1	677
2002	2	653
2002	3	749
2002	4	673
2002	5	700
2002	6	710
2002	7	640
2002	8	673
2002	9	624
2002	10	728
2002	11	751
2002	12	1188
2003	1	693
2003	2	669
2003	3	760
2003	4	691
2003	5	751
2003	6	733
2003	7	730
2003	8	819
2003	9	690
2003	10	714
2003	11	749
2003	12	1224
2004	1	762
2004	2	737
2004	3	780
2004	4	742
2004	5	777
2004	6	824
2004	7	790
2004	8	870
2004	9	761
2004	10	787
2004	11	817
2004	12	1336
2005	1	808
2005	2	704
2005	3	798
2005	4	749
2005	5	766
2005	6	836
2005	7	761
2005	8	839
2005	9	748
2005	10	842
2005	11	830
2005	12	1463
2006	1	824
2006	2	786
2006	3	902
2006	4	833
2006	5	845
2006	6	904
2006	7	864
2006	8	961
2006	9	832
2006	10	859
2006	11	966
2006	12	1466
2007	1	919
2007	2	883
2007	3	907
2007	4	814
2007	5	852
2007	6	858
2007	7	1104
2007	8	913
2007	9	913
2007	10	982
2007	11	1098
2007	12	1760
2008	1	965
2008	2	909
2008	3	1001
2008	4	937
2008	5	1012
2008	6	1030
2008	7	912
2008	8	874
2008	9	838
2008	10	914
2008	11	962
2008	12	1367
2009	1	930
2009	2	854
2009	3	914
2009	4	908
2009	5	983
2009	6	926
2009	7	894
2009	8	858
2009	9	812
2009	10	905
2009	11	947
2009	12	1339
2010	1	936
2010	2	860
2010	3	932
2010	4	929
2010	5	981
2010	6	974
2010	7	927
2010	8	887
2010	9	829
2010	10	918
2010	11	1023
2010	12	1380
2011	1	955
2011	2	866
2011	3	1050
2011	4	971
2011	5	1012
2011	6	1055
2011	7	971
2011	8	987
2011	9	916
2011	10	1006
2011	11	1132
2011	12	1576
2012	1	1027
2012	2	1062
2012	3	1216
2012	4	1125
2012	5	1145
2012	6	1195
2012	7	1043
2012	8	1118
2012	9	1041
2012	10	1156
2012	11	1252
2012	12	1476
2013	1	1041
2013	2	1151
2013	3	1353
2013	4	1193
2013	5	1196
2013	6	1260
2013	7	1115
2013	8	1283
2013	9	1021
2013	10	1037
2013	11	1178
2013	12	1523
2014	1	1112
2014	2	1052
2014	3	1199
2014	4	1093
2014	5	1137
2014	6	1132
2014	7	1036
2014	8	1161
2014	9	913
2014	10	996
2014	11	1272
2014	12	1718
2015	1	1102
2015	2	1110
2015	3	1251
2015	4	1150
2015	5	1166
2015	6	1204
