1992	1	796
1992	2	1021
1992	3	912
1992	4	969
1992	5	1171
1992	6	1094
1992	7	1037
1992	8	1089
1992	9	1034
1992	10	1122
1992	11	1364
1992	12	3436
1993	1	795
1993	2	992
1993	3	895
1993	4	997
1993	5	1235
1993	6	1259
1993	7	1267
1993	8	1260
1993	9	1180
1993	10	1203
1993	11	1549
1993	12	3797
1994	1	897
1994	2	1181
1994	3	1050
1994	4	1161
1994	5	1356
1994	6	1246
1994	7	1214
1994	8	1309
1994	9	1236
1994	10	1312
1994	11	1718
1994	12	4172
1995	1	908
1995	2	1213
1995	3	1128
1995	4	1195
1995	5	1590
1995	6	1377
1995	7	1250
1995	8	1382
1995	9	1315
1995	10	1360
1995	11	1854
1995	12	4435
1996	1	1036
1996	2	1428
1996	3	1306
1996	4	1347
1996	5	1755
1996	6	1397
1996	7	1366
1996	8	1466
1996	9	1323
1996	10	1451
1996	11	1830
1996	12	4464
1997	1	1034
1997	2	1400
1997	3	1175
1997	4	1258
1997	5	1585
1997	6	1330
1997	7	1313
1997	8	1348
1997	9	1334
1997	10	1395
1997	11	1799
1997	12	4658
1998	1	1110
1998	2	1502
1998	3	1228
1998	4	1352
1998	5	1742
1998	6	1515
1998	7	1405
1998	8	1455
1998	9	1362
1998	10	1495
1998	11	1909
1998	12	5196
1999	1	1155
1999	2	1650
1999	3	1392
1999	4	1457
1999	5	1863
1999	6	1623
1999	7	1585
1999	8	1606
1999	9	1520
1999	10	1641
1999	11	2165
1999	12	6034
2000	1	1244
2000	2	1979
2000	3	1500
2000	4	1560
2000	5	2126
2000	6	1771
2000	7	1632
2000	8	1757
2000	9	1694
2000	10	1670
2000	11	2159
2000	12	5729
2001	1	1322
2001	2	1960
2001	3	1569
2001	4	1534
2001	5	1977
2001	6	1617
2001	7	1519
2001	8	1667
2001	9	1383
2001	10	1575
2001	11	2137
2001	12	5301
2002	1	1294
2002	2	1989
2002	3	1600
2002	4	1614
2002	5	2105
2002	6	1655
2002	7	1542
2002	8	1733
2002	9	1492
2002	10	1651
2002	11	2193
2002	12	5770
2003	1	1356
2003	2	2012
2003	3	1474
2003	4	1612
2003	5	2066
2003	6	1707
2003	7	1674
2003	8	1758
2003	9	1626
2003	10	1756
2003	11	2288
2003	12	6164
2004	1	1463
2004	2	2346
2004	3	1766
2004	4	1829
2004	5	2230
2004	6	1887
2004	7	1792
2004	8	1800
2004	9	1732
2004	10	1852
2004	11	2409
2004	12	6517
2005	1	1469
2005	2	2412
2005	3	1786
2005	4	1924
2005	5	2261
2005	6	1968
2005	7	1767
2005	8	1954
2005	9	1756
2005	10	1892
2005	11	2471
2005	12	6761
2006	1	1560
2006	2	2600
2006	3	1968
2006	4	1876
2006	5	2568
2006	6	2122
2006	7	1928
2006	8	2093
2006	9	2017
2006	10	1993
2006	11	2630
2006	12	6748
2007	1	1699
2007	2	2521
2007	3	1999
2007	4	1954
2007	5	2678
2007	6	2226
2007	7	2052
2007	8	2178
2007	9	2025
2007	10	2175
2007	11	2792
2007	12	6521
2008	1	1794
2008	2	2605
2008	3	2070
2008	4	2039
2008	5	2709
2008	6	2154
2008	7	2157
2008	8	2217
2008	9	1904
2008	10	1992
2008	11	2247
2008	12	5035
2009	1	1466
2009	2	2102
2009	3	1613
2009	4	1747
2009	5	2229
2009	6	1824
2009	7	1746
2009	8	1814
2009	9	1757
2009	10	1817
2009	11	2223
2009	12	5229
2010	1	1486
2010	2	2079
2010	3	1771
2010	4	1781
2010	5	2230
2010	6	1789
2010	7	1803
2010	8	1797
2010	9	1672
2010	10	1892
2010	11	2375
2010	12	5050
2011	1	1604
2011	2	2207
2011	3	1957
2011	4	2173
2011	5	2600
2011	6	2075
2011	7	1966
2011	8	2159
2011	9	2062
2011	10	1986
2011	11	2434
2011	12	5572
2012	1	1667
2012	2	2596
2012	3	2048
2012	4	1946
2012	5	2665
2012	6	2139
2012	7	1937
2012	8	2109
2012	9	2038
2012	10	2053
2012	11	2533
2012	12	6029
2013	1	1781
2013	2	2528
2013	3	2128
2013	4	2229
2013	5	2697
2013	6	2120
2013	7	2000
2013	8	2144
2013	9	2010
2013	10	2232
2013	11	2666
2013	12	5770
2014	1	1889
2014	2	2609
2014	3	2143
2014	4	2275
2014	5	2828
2014	6	2163
2014	7	2128
2014	8	2224
2014	9	2028
2014	10	2158
2014	11	2506
2014	12	5563
2015	1	1777
2015	2	2470
2015	3	2030
2015	4	2221
2015	5	2765
2015	6	2329
