1992 1 64380
1992 2 63487
1992 3 73672
1992 4 71309
1992 5 67717
1992 6 75109
1992 7 73193
1992 8 72284
1992 9 75128
1992 10 78355
1992 11 72111
1992 12 74437
1993 1 68952
1993 2 69095
1993 3 80468
1993 4 77780
1993 5 75985
1993 6 80845
1993 7 78487
1993 8 82406
1993 9 82544
1993 10 83615
1993 11 80134
1993 12 79634
1994 1 72561
1994 2 73465
1994 3 89646
1994 4 81585
1994 5 84631
1994 6 88736
1994 7 82265
1994 8 95037
1994 9 93127
1994 10 94660
1994 11 91096
1994 12 90829
1995 1 85829
1995 2 84645
1995 3 99868
1995 4 88703
1995 5 97529
1995 6 99401
1995 7 90021
1995 8 101746
1995 9 98308
1995 10 103369
1995 11 97211
1995 12 95071
1996 1 91180
1996 2 91351
1996 3 100412
1996 4 98381
1996 5 101007
1996 6 97680
1996 7 99333
1996 8 101803
1996 9 101668
1996 10 110072
1996 11 98588
1996 12 98867
1997 1 94322
1997 2 93933
1997 3 104916
1997 4 104371
1997 5 104117
1997 6 107116
1997 7 107231
1997 8 104189
1997 9 112678
1997 10 115875
1997 11 99981
1997 12 107655
1998 1 98289
1998 2 97590
1998 3 115308
1998 4 109998
1998 5 105782
1998 6 115744
1998 7 110970
1998 8 108472
1998 9 113601
1998 10 115044
1998 11 104493
1998 12 111254
1999 1 97358
1999 2 102247
1999 3 123416
1999 4 114675
1999 5 112860
1999 6 123983
1999 7 116968
1999 8 121319
1999 9 124122
1999 10 123522
1999 11 121044
1999 12 124857
2000 1 109520
2000 2 116112
2000 3 133446
2000 4 117927
2000 5 128577
2000 6 132427
2000 7 119282
2000 8 131921
2000 9 126601
2000 10 131379
2000 11 122727
2000 12 116754
2001 1 114556
2001 2 110300
2001 3 127878
2001 4 117133
2001 5 124523
2001 6 121666
2001 7 117541
2001 8 125259
2001 9 114451
2001 10 123906
2001 11 115309
2001 12 109673
2002 1 108820
2002 2 106046
2002 3 118997
2002 4 120118
2002 5 123228
2002 6 120321
2002 7 122086
2002 8 123648
2002 9 120789
2002 10 127420
2002 11 114995
2002 12 115035
2003 1 111140
2003 2 105510
2003 3 122598
2003 4 121265
2003 5 120267
2003 6 125469
2003 7 125393
2003 8 121024
2003 9 129466
2003 10 135199
2003 11 119168
2003 12 129659
2004 1 116778
2004 2 120379
2004 3 149693
2004 4 141849
2004 5 135725
2004 6 149721
2004 7 140412
2004 8 146215
2004 9 146824
2004 10 145846
2004 11 145291
2004 12 150855
2005 1 131784
2005 2 133832
2005 3 160982
2005 4 148750
2005 5 150865
2005 6 160185
2005 7 144874
2005 8 161824
2005 9 161319
2005 10 160448
2005 11 156615
2005 12 158869
2006 1 148603
2006 2 146648
2006 3 177134
2006 4 155544
2006 5 172834
2006 6 178401
2006 7 160162
2006 8 178978
2006 9 171485
2006 10 178997
2006 11 169882
2006 12 166471
2007 1 163155
2007 2 153002
2007 3 183428
2007 4 172492
2007 5 180075
2007 6 181777
2007 7 171515
2007 8 186436
2007 9 172713
2007 10 192260
2007 11 178257
2007 12 166859
2008 1 169409
2008 2 163318
2008 3 182415
2008 4 187675
2008 5 185521
2008 6 193062
2008 7 188835
2008 8 181158
2008 9 186438
2008 10 184305
2008 11 147758
2008 12 156821
2009 1 132293
2009 2 130198
2009 3 148033
2009 4 140546
2009 5 135067
2009 6 151492
2009 7 146585
2009 8 145500
2009 9 153794
2009 10 157277
2009 11 146382
2009 12 158390
2010 1 137932
2010 2 138870
2010 3 172904
2010 4 167286
2010 5 160490
2010 6 177392
2010 7 166938
2010 8 174228
2010 9 176332
2010 10 175205
2010 11 172755
2010 12 178915
2011 1 159880
2011 2 155856
2011 3 196413
2011 4 179238
2011 5 179439
2011 6 193904
2011 7 180487
2011 8 203463
2011 9 198614
2011 10 195113
2011 11 189799
2011 12 197477
2012 1 182302
2012 2 183568
2012 3 208946
2012 4 194155
2012 5 205160
2012 6 203418
2012 7 193658
2012 8 209167
2012 9 195464
2012 10 214014
2012 11 203570
2012 12 196154
2013 1 193907
2013 2 179899
2013 3 205749
2013 4 207456
2013 5 209759
2013 6 204541
2013 7 203674
2013 8 210445
2013 9 209580
2013 10 225385
2013 11 201217
2013 12 209413
2014 1 193785
2014 2 180735
2014 3 210506
2014 4 213394
2014 5 211807
2014 6 220548
2014 7 217355
2014 8 215351
2014 9 226398
2014 10 234778
2014 11 204657
2014 12 227327
2015 1 197571
2015 2 182035
2015 3 217700
2015 4 212790
2015 5 203494
2015 6 222633
2015 7 212515
2015 8 207160
2015 9 220133
2015 10 220815
2015 11 203846
2015 12 219450
2016 1 181104
2016 2 188002
2016 3 220011
2016 4 201513
2016 5 205558
2016 6 223021
2016 7 199033
2016 8 219319
2016 9 218491
2016 10 214751
2016 11 212606
2016 12 222638
2017 1 199089
2017 2 190749
2017 3 231614
2017 4 208945
2017 5 225154
2017 6 234192
2017 7 209145
2017 8 237239
2017 9 230272
2017 10 242070
2017 11 234968
2017 12 234098
2018 1 216771
2018 2 205793
2018 3 244350
2018 4 229368
2018 5 246561
2018 6 246567
2018 7 234581
2018 8 256583
2018 9 239978
2018 10 262839
2018 11 243500
2018 12 242072
2019 1 227702
2019 2 210846
2019 3 243954
2019 4 240665
2019 5 246417
2019 6 240819
