1992 1 3574
1992 2 3545
1992 3 4124
1992 4 4354
1992 5 4393
1992 6 4666
1992 7 4566
1992 8 4548
1992 9 4643
1992 10 4706
1992 11 4078
1992 12 3907
1993 1 3880
1993 2 4371
1993 3 4909
1993 4 4936
1993 5 4838
1993 6 5153
1993 7 4939
1993 8 5318
1993 9 5158
1993 10 5165
1993 11 5076
1993 12 4759
1994 1 4231
1994 2 4270
1994 3 5427
1994 4 5247
1994 5 5760
1994 6 5916
1994 7 5669
1994 8 6332
1994 9 5858
1994 10 5905
1994 11 5569
1994 12 5192
1995 1 4860
1995 2 4730
1995 3 5740
1995 4 5297
1995 5 6079
1995 6 5985
1995 7 5408
1995 8 6345
1995 9 5690
1995 10 6090
1995 11 5357
1995 12 4711
1996 1 4940
1996 2 4968
1996 3 5625
1996 4 5900
1996 5 6521
1996 6 6337
1996 7 6623
1996 8 6962
1996 9 6467
1996 10 7046
1996 11 6021
1996 12 5345
1997 1 5458
1997 2 5471
1997 3 6134
1997 4 6758
1997 5 6764
1997 6 7012
1997 7 7200
1997 8 7073
1997 9 6913
1997 10 7176
1997 11 5702
1997 12 5791
1998 1 5547
1998 2 5444
1998 3 6322
1998 4 6676
1998 5 6664
1998 6 7301
1998 7 7492
1998 8 7290
1998 9 7159
1998 10 7350
1998 11 6379
1998 12 6160
1999 1 5617
1999 2 5917
1999 3 7335
1999 4 7400
1999 5 7540
1999 6 8485
1999 7 8159
1999 8 8186
1999 9 7952
1999 10 7792
1999 11 7396
1999 12 6726
2000 1 6366
2000 2 6635
2000 3 7851
2000 4 7089
2000 5 8078
2000 6 8234
2000 7 7315
2000 8 8104
2000 9 7220
2000 10 7586
2000 11 6792
2000 12 5909
2001 1 6418
2001 2 6249
2001 3 7383
2001 4 7396
2001 5 8460
2001 6 8092
2001 7 7987
2001 8 8682
2001 9 7307
2001 10 8292
2001 11 7225
2001 12 6239
2002 1 7144
2002 2 7158
2002 3 7989
2002 4 8557
2002 5 8809
2002 6 8190
2002 7 8368
2002 8 8632
2002 9 8057
2002 10 8739
2002 11 7081
2002 12 6367
2003 1 7569
2003 2 6995
2003 3 8119
2003 4 8592
2003 5 8700
2003 6 9129
2003 7 9805
2003 8 9557
2003 9 9998
2003 10 10595
2003 11 8377
2003 12 7710
2004 1 8195
2004 2 8446
2004 3 11071
2004 4 11347
2004 5 11180
2004 6 11790
2004 7 11346
2004 8 12331
2004 9 11613
2004 10 10784
2004 11 9859
2004 12 9492
2005 1 9788
2005 2 10039
2005 3 11923
2005 4 11499
2005 5 11760
2005 6 12493
2005 7 11663
2005 8 13061
2005 9 12559
2005 10 12337
2005 11 11553
2005 12 10359
2006 1 12003
2006 2 10937
2006 3 13201
2006 4 11908
2006 5 13067
2006 6 13227
2006 7 11921
2006 8 13311
2006 9 11466
2006 10 11529
2006 11 10238
2006 12 8896
2007 1 10006
2007 2 8970
2007 3 11135
2007 4 10989
2007 5 12038
2007 6 11875
2007 7 11179
2007 8 12032
2007 9 10105
2007 10 11007
2007 11 9535
2007 12 7672
2008 1 8704
2008 2 8431
2008 3 9160
2008 4 10570
2008 5 10711
2008 6 11105
2008 7 11222
2008 8 10160
2008 9 10060
2008 10 10254
2008 11 7398
2008 12 6427
2009 1 6349
2009 2 6313
2009 3 7213
2009 4 7738
2009 5 7535
2009 6 8339
2009 7 8216
2009 8 7817
2009 9 7637
2009 10 7345
2009 11 6334
2009 12 5447
2010 1 5323
2010 2 5369
2010 3 7615
2010 4 8692
2010 5 7902
2010 6 8516
2010 7 7939
2010 8 7933
2010 9 7515
2010 10 7334
2010 11 6778
2010 12 5538
2011 1 5362
2011 2 5542
2011 3 7661
2011 4 7412
2011 5 8103
2011 6 8688
2011 7 7691
2011 8 8853
2011 9 8084
2011 10 7752
2011 11 6940
2011 12 6222
2012 1 6255
2012 2 6571
2012 3 7892
2012 4 8080
2012 5 8773
2012 6 8559
2012 7 8275
2012 8 9009
2012 9 7844
2012 10 8698
2012 11 7640
2012 12 6484
2013 1 7265
2013 2 7082
2013 3 8350
2013 4 9291
2013 5 9874
2013 6 9131
2013 7 9787
2013 8 10002
2013 9 9047
2013 10 9967
2013 11 7979
2013 12 7269
2014 1 7691
2014 2 7082
2014 3 8515
2014 4 9564
2014 5 10079
2014 6 10400
2014 7 10570
2014 8 10119
2014 9 10172
2014 10 10649
2014 11 8217
2014 12 8429
2015 1 8217
2015 2 7727
2015 3 9373
2015 4 10160
2015 5 9926
2015 6 11321
2015 7 10923
2015 8 10505
2015 9 10552
2015 10 10770
2015 11 9130
2015 12 9019
2016 1 8360
2016 2 9209
2016 3 10934
2016 4 10614
2016 5 11112
2016 6 11945
2016 7 10802
2016 8 12069
2016 9 11265
2016 10 11007
2016 11 10203
2016 12 9332
2017 1 9338
2017 2 9768
2017 3 11676
2017 4 10928
2017 5 12269
2017 6 12851
2017 7 11677
2017 8 12897
2017 9 11745
2017 10 12856
2017 11 11508
2017 12 9854
2018 1 10420
2018 2 10119
2018 3 11722
2018 4 12390
2018 5 13616
2018 6 13054
2018 7 12879
2018 8 13910
2018 9 11450
2018 10 13195
2018 11 11121
2018 12 9467
2019 1 10754
2019 2 9634
2019 3 11163
2019 4 12319
2019 5 12829
2019 6 12424
